investor_id,total_transactions,avg_gap_days,max_gap_days,at_risk
INV000131,12,37.72727272727273,64.0,True
INV000132,9,46.125,125.0,True
INV000133,7,73.5,265.0,True
INV000137,9,41.75,73.0,True
INV000138,12,45.36363636363637,170.0,True
INV000143,7,51.333333333333336,146.0,True
INV000144,6,73.0,193.0,True
INV000145,9,55.875,98.0,True
INV000146,8,47.714285714285715,109.0,True
INV000147,7,58.0,141.0,True
INV000148,10,46.22222222222222,168.0,True
INV000150,9,58.0,165.0,True
INV000151,6,66.8,115.0,True
INV000153,10,31.444444444444443,93.0,True
INV000154,9,59.125,99.0,True
INV000155,8,55.285714285714285,163.0,True
INV000156,7,79.83333333333333,130.0,True
INV000158,8,63.714285714285715,118.0,True
INV000161,9,54.75,191.0,True
INV000163,10,47.44444444444444,80.0,True
INV000164,6,61.8,208.0,True
INV000165,9,58.875,236.0,True
INV000166,7,83.0,253.0,True
INV000167,9,63.0,195.0,True
INV000169,12,41.18181818181818,121.0,True
INV000173,11,34.6,156.0,True
INV000174,8,68.28571428571429,117.0,True
INV000175,12,45.63636363636363,150.0,True
INV000177,11,45.8,210.0,True
INV000179,6,35.8,85.0,True
INV000180,8,47.857142857142854,226.0,True
INV000181,10,52.333333333333336,264.0,True
INV000182,10,55.22222222222222,182.0,True
INV000183,12,41.54545454545455,177.0,True
INV000189,6,91.6,120.0,True
INV000190,8,65.71428571428571,240.0,True
INV000191,11,42.4,85.0,True
INV000192,8,57.0,122.0,True
INV000193,9,58.25,208.0,True
INV000194,12,33.72727272727273,109.0,True
INV000195,10,45.77777777777778,114.0,True
INV000196,9,56.75,147.0,True
INV000199,7,64.33333333333333,191.0,True
INV000200,7,69.83333333333333,163.0,True
INV000201,10,48.666666666666664,100.0,True
INV000203,9,39.875,131.0,True
INV000204,7,69.0,173.0,True
INV000205,10,48.666666666666664,193.0,True
INV000210,9,61.875,163.0,True
INV000211,9,61.0,190.0,True
INV000213,6,54.0,103.0,True
INV000214,10,52.666666666666664,206.0,True
INV000215,9,56.375,198.0,True
INV000216,6,53.0,107.0,True
INV000217,11,46.0,150.0,True
INV000220,6,80.6,253.0,True
INV000221,8,38.42857142857143,101.0,True
INV000222,6,45.6,109.0,True
INV000223,11,49.8,123.0,True
INV000224,7,57.5,138.0,True
INV000225,8,53.714285714285715,150.0,True
INV000226,8,69.57142857142857,105.0,True
INV000228,12,43.45454545454545,109.0,True
INV000229,7,46.333333333333336,78.0,True
INV000230,10,50.666666666666664,145.0,True
INV000231,11,34.1,96.0,True
INV000234,7,81.16666666666667,167.0,True
INV000235,10,42.111111111111114,140.0,True
INV000236,8,67.14285714285714,112.0,True
INV000238,10,52.0,242.0,True
INV000239,11,34.2,66.0,True
INV000241,10,40.888888888888886,93.0,True
INV000242,10,49.55555555555556,98.0,True
INV000243,8,63.0,126.0,True
INV000244,9,34.0,109.0,True
INV000245,11,46.1,92.0,True
INV000249,8,39.0,162.0,True
INV000251,6,65.0,204.0,True
INV000252,10,36.77777777777778,96.0,True
INV000255,8,56.0,149.0,True
INV000256,12,38.45454545454545,79.0,True
INV000257,8,53.285714285714285,88.0,True
INV000259,9,44.125,119.0,True
INV000260,12,37.90909090909091,126.0,True
INV000261,10,50.44444444444444,228.0,True
INV000262,12,34.09090909090909,95.0,True
INV000263,9,59.875,229.0,True
INV000265,12,43.72727272727273,140.0,True
INV000266,7,62.166666666666664,104.0,True
INV000267,12,34.45454545454545,134.0,True
INV000268,11,43.2,106.0,True
INV000270,6,48.8,130.0,True
INV000271,6,93.6,203.0,True
INV000274,6,89.2,175.0,True
INV000276,6,68.4,187.0,True
INV000278,8,67.0,193.0,True
INV000279,12,31.545454545454547,133.0,True
INV000280,12,40.54545454545455,112.0,True
INV000283,11,46.5,132.0,True
INV000284,7,63.666666666666664,137.0,True
INV000286,7,79.5,215.0,True
INV000287,9,52.375,171.0,True
INV000288,9,57.125,84.0,True
INV000289,12,39.90909090909091,93.0,True
INV000291,9,55.625,189.0,True
INV000292,11,35.8,85.0,True
INV000293,12,45.45454545454545,126.0,True
INV000294,7,62.333333333333336,156.0,True
INV000296,8,58.57142857142857,111.0,True
INV000297,9,56.625,116.0,True
INV000298,6,74.0,118.0,True
INV000299,11,48.8,118.0,True
INV000301,7,45.666666666666664,92.0,True
INV000303,6,88.4,160.0,True
INV000304,10,53.111111111111114,204.0,True
INV000305,9,44.0,122.0,True
INV000307,7,75.66666666666667,162.0,True
INV000308,7,82.66666666666667,212.0,True
INV000309,12,41.54545454545455,93.0,True
INV000310,12,41.36363636363637,77.0,True
INV000312,8,68.42857142857143,140.0,True
INV000314,9,50.25,106.0,True
INV000316,6,77.0,184.0,True
INV000318,8,69.57142857142857,124.0,True
INV000319,9,55.125,189.0,True
INV000320,12,38.18181818181818,94.0,True
INV000321,12,44.27272727272727,117.0,True
INV000323,6,59.6,129.0,True
INV000326,6,74.4,201.0,True
INV000328,12,29.545454545454547,67.0,True
INV000330,9,55.625,133.0,True
INV000331,11,47.7,163.0,True
INV000332,6,64.4,208.0,True
INV000333,6,90.2,174.0,True
INV000334,12,26.636363636363637,78.0,True
INV000335,11,48.0,163.0,True
INV000337,7,69.0,192.0,True
INV000339,10,57.111111111111114,180.0,True
INV000340,6,25.6,60.0,True
INV000341,11,46.1,191.0,True
INV000344,10,41.22222222222222,155.0,True
INV000346,6,52.8,111.0,True
INV000349,11,45.2,103.0,True
INV000351,8,49.57142857142857,142.0,True
INV000352,6,64.6,215.0,True
INV000354,7,78.16666666666667,120.0,True
INV000356,8,38.857142857142854,157.0,True
INV000359,10,48.111111111111114,112.0,True
INV000360,9,61.125,124.0,True
INV000361,6,46.0,108.0,True
INV000363,8,66.0,141.0,True
INV000366,8,35.142857142857146,150.0,True
INV000369,8,37.714285714285715,112.0,True
INV000370,6,93.4,257.0,True
INV000371,11,41.5,147.0,True
INV000372,10,42.888888888888886,121.0,True
INV000374,8,55.857142857142854,173.0,True
INV000377,8,61.42857142857143,202.0,True
INV000378,6,47.0,88.0,True
INV000380,7,80.83333333333333,191.0,True
INV000383,10,52.333333333333336,127.0,True
INV000384,7,57.833333333333336,110.0,True
INV000387,9,48.0,108.0,True
INV000388,10,47.666666666666664,97.0,True
INV000389,6,95.0,220.0,True
INV000390,8,52.42857142857143,79.0,True
INV000392,12,42.72727272727273,144.0,True
INV000393,7,75.33333333333333,156.0,True
INV000394,11,44.1,174.0,True
INV000395,9,51.5,119.0,True
INV000396,12,44.63636363636363,95.0,True
INV000397,6,87.2,205.0,True
INV000399,11,44.6,68.0,True
INV000400,10,34.77777777777778,82.0,True
INV000402,7,47.0,121.0,True
INV000403,11,43.2,120.0,True
INV000407,8,66.71428571428571,157.0,True
INV000408,7,55.5,125.0,True
INV000410,8,56.285714285714285,152.0,True
INV000411,6,57.4,101.0,True
INV000412,9,38.25,69.0,True
INV000413,10,51.55555555555556,159.0,True
INV000414,11,46.4,219.0,True
INV000415,10,52.666666666666664,128.0,True
INV000417,7,52.166666666666664,157.0,True
INV000418,9,55.625,126.0,True
INV000421,7,80.16666666666667,202.0,True
INV000425,7,56.333333333333336,215.0,True
INV000427,11,41.1,82.0,True
INV000428,11,48.1,154.0,True
INV000429,8,55.57142857142857,171.0,True
INV000430,6,94.6,264.0,True
INV000431,8,59.285714285714285,98.0,True
INV000432,7,78.33333333333333,195.0,True
INV000436,6,58.4,170.0,True
INV000437,9,61.125,277.0,True
INV000439,12,34.45454545454545,68.0,True
INV000440,12,44.81818181818182,116.0,True
INV000441,8,60.714285714285715,151.0,True
INV000444,11,36.6,97.0,True
INV000445,11,46.2,104.0,True
INV000446,10,40.888888888888886,95.0,True
INV000449,8,69.71428571428571,142.0,True
INV000452,12,35.90909090909091,93.0,True
INV000453,8,42.0,108.0,True
INV000454,6,93.0,291.0,True
INV000456,6,47.4,75.0,True
INV000457,12,41.54545454545455,151.0,True
INV000458,12,42.0,92.0,True
INV000460,12,43.09090909090909,227.0,True
INV000463,10,43.44444444444444,76.0,True
INV000466,10,48.888888888888886,135.0,True
INV000467,10,56.666666666666664,272.0,True
INV000469,12,38.45454545454545,104.0,True
INV000473,8,49.57142857142857,190.0,True
INV000477,10,44.666666666666664,93.0,True
INV000480,9,56.625,164.0,True
INV000481,10,52.111111111111114,117.0,True
INV000482,10,47.0,202.0,True
INV000483,11,49.3,216.0,True
INV000485,6,85.8,270.0,True
INV000487,7,76.5,121.0,True
INV000488,7,75.16666666666667,203.0,True
INV000491,12,43.18181818181818,136.0,True
INV000492,7,74.33333333333333,143.0,True
INV000493,12,38.90909090909091,178.0,True
INV000494,7,55.166666666666664,162.0,True
INV000495,12,38.54545454545455,142.0,True
INV000496,7,54.166666666666664,167.0,True
INV000497,10,54.22222222222222,176.0,True
INV000499,9,58.375,126.0,True
INV000500,8,52.857142857142854,119.0,True
INV000505,6,82.0,120.0,True
INV000507,9,56.375,136.0,True
INV000511,8,62.57142857142857,206.0,True
INV000512,12,42.45454545454545,112.0,True
INV000514,8,43.142857142857146,135.0,True
INV000519,6,74.2,149.0,True
INV000520,6,68.2,156.0,True
INV000521,9,43.25,73.0,True
INV000522,12,45.81818181818182,87.0,True
INV000523,10,53.111111111111114,206.0,True
INV000524,10,41.22222222222222,91.0,True
INV000525,8,49.142857142857146,126.0,True
INV000526,10,44.333333333333336,107.0,True
INV000527,11,50.2,148.0,True
INV000529,11,41.3,117.0,True
INV000531,11,28.4,82.0,True
INV000532,11,48.3,89.0,True
INV000533,8,65.71428571428571,225.0,True
INV000535,6,97.4,263.0,True
INV000539,9,57.75,153.0,True
INV000540,11,48.4,123.0,True
INV000543,8,71.71428571428571,170.0,True
INV000544,8,62.285714285714285,152.0,True
INV000545,10,50.666666666666664,107.0,True
INV000546,12,40.0,140.0,True
INV000547,12,43.72727272727273,157.0,True
INV000548,8,67.28571428571429,186.0,True
INV000549,10,53.44444444444444,146.0,True
INV000552,10,55.111111111111114,95.0,True
INV000553,7,60.0,172.0,True
INV000554,10,39.0,102.0,True
INV000556,11,41.3,147.0,True
INV000557,6,88.0,294.0,True
INV000558,8,61.42857142857143,171.0,True
INV000562,7,62.0,197.0,True
INV000563,12,41.63636363636363,95.0,True
INV000566,12,39.63636363636363,122.0,True
INV000567,12,40.54545454545455,121.0,True
INV000568,9,39.0,99.0,True
INV000569,12,42.18181818181818,88.0,True
INV000570,11,47.1,93.0,True
INV000573,12,27.727272727272727,93.0,True
INV000575,8,52.714285714285715,155.0,True
INV000576,9,52.75,190.0,True
INV000577,11,43.4,169.0,True
INV000578,12,45.81818181818182,113.0,True
INV000580,9,49.25,92.0,True
INV000581,12,42.72727272727273,128.0,True
INV000583,9,51.75,133.0,True
INV000584,8,63.857142857142854,153.0,True
INV000585,9,61.125,130.0,True
INV000586,12,44.54545454545455,223.0,True
INV000587,12,33.81818181818182,112.0,True
INV000589,11,47.3,90.0,True
INV000591,8,55.285714285714285,112.0,True
INV000593,11,43.8,86.0,True
INV000595,10,53.44444444444444,106.0,True
INV000596,12,43.27272727272727,101.0,True
INV000597,8,63.285714285714285,142.0,True
INV000598,6,93.6,170.0,True
INV000599,10,54.333333333333336,158.0,True
INV000600,6,88.8,156.0,True
INV000601,10,32.666666666666664,97.0,True
INV000602,10,45.77777777777778,128.0,True
INV000604,10,42.55555555555556,75.0,True
INV000606,12,38.27272727272727,148.0,True
INV000607,10,50.22222222222222,145.0,True
INV000608,7,83.5,241.0,True
INV000609,12,26.09090909090909,77.0,True
INV000611,6,69.2,121.0,True
INV000612,12,44.81818181818182,169.0,True
INV000614,7,26.0,65.0,True
INV000615,9,46.125,139.0,True
INV000616,9,61.5,185.0,True
INV000619,9,26.0,73.0,True
INV000621,10,47.111111111111114,105.0,True
INV000623,10,48.44444444444444,143.0,True
INV000624,9,43.75,145.0,True
INV000625,12,41.45454545454545,91.0,True
INV000626,6,73.4,134.0,True
INV000629,6,75.6,276.0,True
INV000630,9,54.25,142.0,True
INV000631,9,41.375,82.0,True
INV000633,6,86.2,120.0,True
INV000634,11,41.8,90.0,True
INV000635,8,53.57142857142857,221.0,True
INV000636,6,54.4,160.0,True
INV000637,6,64.2,154.0,True
INV000638,8,71.0,138.0,True
INV000639,11,50.8,129.0,True
INV000641,8,44.857142857142854,126.0,True
INV000642,11,50.2,139.0,True
INV000643,7,51.5,127.0,True
INV000644,6,69.4,313.0,True
INV000645,12,30.0,88.0,True
INV000646,12,37.63636363636363,96.0,True
INV000649,10,52.22222222222222,230.0,True
INV000651,8,70.85714285714286,280.0,True
INV000652,12,43.36363636363637,154.0,True
INV000654,6,91.4,166.0,True
INV000656,7,62.333333333333336,116.0,True
INV000657,10,50.333333333333336,95.0,True
INV000658,9,47.375,153.0,True
INV000660,6,42.0,99.0,True
INV000661,8,60.42857142857143,106.0,True
INV000662,11,46.3,113.0,True
INV000663,6,94.4,247.0,True
INV000664,8,46.714285714285715,149.0,True
INV000665,12,29.636363636363637,79.0,True
INV000666,7,62.166666666666664,170.0,True
INV000667,12,43.54545454545455,135.0,True
INV000671,12,38.72727272727273,118.0,True
INV000673,6,92.8,235.0,True
INV000675,12,36.63636363636363,111.0,True
INV000676,12,32.09090909090909,61.0,True
INV000678,11,38.0,77.0,True
INV000682,6,96.6,232.0,True
INV000683,11,50.6,137.0,True
INV000689,8,46.714285714285715,110.0,True
INV000690,12,45.90909090909091,116.0,True
INV000691,10,52.888888888888886,131.0,True
INV000693,10,44.333333333333336,116.0,True
INV000694,7,82.5,184.0,True
INV000695,8,63.285714285714285,110.0,True
INV000698,12,38.0,101.0,True
INV000699,8,36.42857142857143,90.0,True
INV000701,11,50.2,230.0,True
INV000703,7,84.0,177.0,True
INV000704,9,50.625,183.0,True
INV000706,9,54.5,116.0,True
INV000707,10,45.0,130.0,True
INV000708,8,66.0,182.0,True
INV000709,12,39.54545454545455,100.0,True
INV000710,7,73.83333333333333,143.0,True
INV000711,8,60.0,160.0,True
INV000714,12,26.90909090909091,95.0,True
INV000715,7,55.333333333333336,107.0,True
INV000717,7,77.66666666666667,232.0,True
INV000718,10,38.55555555555556,79.0,True
INV000719,12,40.72727272727273,129.0,True
INV000720,8,70.71428571428571,134.0,True
INV000721,7,78.0,210.0,True
INV000722,9,52.125,164.0,True
INV000723,6,86.6,323.0,True
INV000724,9,50.75,209.0,True
INV000725,8,58.0,92.0,True
INV000726,7,69.5,165.0,True
INV000728,9,39.125,113.0,True
INV000732,10,42.333333333333336,130.0,True
INV000733,7,74.5,189.0,True
INV000734,11,46.3,180.0,True
INV000735,8,61.42857142857143,264.0,True
INV000736,10,44.333333333333336,132.0,True
INV000737,8,66.14285714285714,124.0,True
INV000738,8,49.57142857142857,163.0,True
INV000739,8,60.714285714285715,219.0,True
INV000741,8,65.71428571428571,101.0,True
INV000742,6,83.0,176.0,True
INV000744,10,28.22222222222222,96.0,True
INV000745,6,88.8,217.0,True
INV000746,9,60.5,124.0,True
INV000747,11,45.7,125.0,True
INV000749,12,40.45454545454545,127.0,True
INV000750,12,35.36363636363637,177.0,True
INV000751,11,42.4,97.0,True
INV000752,7,78.66666666666667,269.0,True
INV000753,7,50.666666666666664,112.0,True
INV000754,11,44.7,103.0,True
INV000755,7,66.16666666666667,115.0,True
INV000757,6,83.4,167.0,True
INV000758,10,50.44444444444444,180.0,True
INV000759,11,49.8,141.0,True
INV000761,11,49.4,173.0,True
INV000764,8,57.57142857142857,154.0,True
INV000765,12,43.0,166.0,True
INV000767,6,94.2,227.0,True
INV000768,12,38.18181818181818,68.0,True
INV000769,7,76.66666666666667,206.0,True
INV000772,12,36.36363636363637,98.0,True
INV000774,9,55.25,148.0,True
INV000776,11,42.1,71.0,True
INV000777,8,47.142857142857146,91.0,True
INV000778,11,48.1,168.0,True
INV000779,12,40.36363636363637,92.0,True
INV000782,6,35.4,105.0,True
INV000783,12,44.36363636363637,145.0,True
INV000784,8,62.42857142857143,244.0,True
INV000785,11,38.9,154.0,True
INV000786,10,57.0,199.0,True
INV000788,7,52.5,159.0,True
INV000789,10,44.333333333333336,171.0,True
INV000791,9,56.125,109.0,True
INV000793,11,48.4,104.0,True
INV000799,7,80.83333333333333,213.0,True
INV000803,9,57.875,147.0,True
INV000804,6,92.2,208.0,True
INV000806,12,34.09090909090909,109.0,True
INV000810,10,38.0,93.0,True
INV000811,6,58.2,217.0,True
INV000813,8,62.142857142857146,300.0,True
INV000814,7,78.33333333333333,113.0,True
INV000819,6,48.0,116.0,True
INV000821,9,44.5,81.0,True
INV000822,9,41.625,98.0,True
INV000823,10,35.44444444444444,69.0,True
INV000826,7,74.5,218.0,True
INV000827,10,45.333333333333336,95.0,True
INV000829,9,58.875,151.0,True
INV000830,10,44.44444444444444,122.0,True
INV000831,6,54.0,134.0,True
INV000833,10,56.44444444444444,178.0,True
INV000836,7,70.66666666666667,123.0,True
INV000840,9,62.875,186.0,True
INV000841,7,71.33333333333333,213.0,True
INV000843,11,35.8,101.0,True
INV000844,10,44.111111111111114,131.0,True
INV000845,7,46.5,201.0,True
INV000847,11,26.9,56.0,True
INV000849,11,47.2,128.0,True
INV000850,6,28.6,60.0,True
INV000851,9,53.375,112.0,True
INV000853,12,40.36363636363637,143.0,True
INV000854,10,54.44444444444444,170.0,True
INV000856,9,55.0,128.0,True
INV000857,9,52.125,159.0,True
INV000858,11,35.9,131.0,True
INV000860,10,47.44444444444444,110.0,True
INV000861,9,54.875,163.0,True
INV000862,9,59.625,158.0,True
INV000864,11,42.0,135.0,True
INV000865,11,40.4,99.0,True
INV000869,10,37.22222222222222,95.0,True
INV000870,6,70.4,94.0,True
INV000873,10,49.0,166.0,True
INV000874,12,45.18181818181818,136.0,True
INV000876,6,37.0,66.0,True
INV000877,9,37.125,75.0,True
INV000880,6,84.8,166.0,True
INV000881,12,37.72727272727273,103.0,True
INV000885,6,87.0,261.0,True
INV000887,11,40.6,238.0,True
INV000888,9,60.25,166.0,True
INV000890,7,43.333333333333336,108.0,True
INV000891,9,55.0,116.0,True
INV000892,6,77.0,171.0,True
INV000893,9,45.375,147.0,True
INV000894,12,43.54545454545455,181.0,True
INV000895,8,63.57142857142857,142.0,True
INV000901,7,45.166666666666664,95.0,True
INV000902,10,43.111111111111114,96.0,True
INV000906,11,36.8,109.0,True
INV000907,9,40.5,115.0,True
INV000909,6,82.8,151.0,True
INV000912,11,41.5,144.0,True
INV000913,7,76.33333333333333,211.0,True
INV000914,9,55.5,116.0,True
INV000915,6,78.2,120.0,True
INV000919,7,58.5,204.0,True
INV000920,9,47.25,140.0,True
INV000921,6,76.2,261.0,True
INV000925,8,59.57142857142857,202.0,True
INV000926,8,57.142857142857146,111.0,True
INV000927,7,25.5,53.0,True
INV000929,10,39.666666666666664,104.0,True
INV000930,12,23.90909090909091,75.0,True
INV000931,8,49.285714285714285,124.0,True
INV000933,9,55.375,193.0,True
INV000935,11,24.7,73.0,True
INV000939,11,45.0,93.0,True
INV000941,6,95.0,189.0,True
INV000942,12,39.63636363636363,118.0,True
INV000944,6,68.4,265.0,True
INV000946,6,60.0,117.0,True
INV000947,8,64.28571428571429,221.0,True
INV000949,11,40.5,120.0,True
INV000950,11,48.6,189.0,True
INV000954,10,56.333333333333336,116.0,True
INV000957,8,52.57142857142857,122.0,True
INV000958,6,90.6,208.0,True
INV000959,9,45.125,163.0,True
INV000960,9,60.875,150.0,True
INV000962,8,57.57142857142857,133.0,True
INV000966,12,39.18181818181818,106.0,True
INV000968,9,48.625,286.0,True
INV000969,10,48.333333333333336,179.0,True
INV000970,6,45.4,104.0,True
INV000971,12,36.0,115.0,True
INV000972,11,38.1,107.0,True
INV000974,8,63.0,131.0,True
INV000977,12,39.90909090909091,137.0,True
INV000978,7,46.833333333333336,95.0,True
INV000979,8,59.42857142857143,115.0,True
INV000980,10,36.77777777777778,121.0,True
INV000981,11,30.4,52.0,True
INV000984,9,44.5,88.0,True
INV000985,6,73.2,147.0,True
INV000986,9,45.625,182.0,True
INV000988,8,66.71428571428571,140.0,True
INV000989,7,83.0,269.0,True
INV000992,6,83.2,240.0,True
INV000994,12,40.18181818181818,161.0,True
INV000995,9,21.875,60.0,True
INV000997,8,55.142857142857146,131.0,True
INV000999,8,47.142857142857146,145.0,True
INV001001,12,40.54545454545455,137.0,True
INV001002,10,46.44444444444444,103.0,True
INV001005,11,46.8,117.0,True
INV001006,6,93.0,233.0,True
INV001008,9,48.625,191.0,True
INV001009,10,42.333333333333336,125.0,True
INV001011,6,99.4,234.0,True
INV001012,6,32.4,102.0,True
INV001013,10,53.77777777777778,112.0,True
INV001014,7,77.66666666666667,182.0,True
INV001015,6,36.0,77.0,True
INV001017,7,68.5,142.0,True
INV001019,11,35.9,160.0,True
INV001020,7,53.833333333333336,156.0,True
INV001021,10,45.77777777777778,186.0,True
INV001023,12,46.09090909090909,155.0,True
INV001024,8,51.285714285714285,162.0,True
INV001025,8,32.57142857142857,76.0,True
INV001026,11,47.8,132.0,True
INV001027,8,70.57142857142857,149.0,True
INV001029,11,46.9,158.0,True
INV001031,11,48.2,167.0,True
INV001034,7,69.16666666666667,119.0,True
INV001036,10,54.666666666666664,123.0,True
INV001037,11,42.6,86.0,True
INV001039,9,47.875,187.0,True
INV001041,8,71.14285714285714,159.0,True
INV001042,7,49.5,105.0,True
INV001043,8,71.0,235.0,True
INV001045,8,71.14285714285714,191.0,True
INV001047,10,55.666666666666664,142.0,True
INV001048,12,35.27272727272727,75.0,True
INV001049,7,69.66666666666667,177.0,True
INV001051,11,37.9,127.0,True
INV001053,10,51.666666666666664,116.0,True
INV001055,10,51.77777777777778,166.0,True
INV001058,12,44.81818181818182,114.0,True
INV001060,12,38.81818181818182,89.0,True
INV001061,11,40.9,104.0,True
INV001062,7,52.5,146.0,True
INV001063,12,30.727272727272727,68.0,True
INV001064,12,43.27272727272727,133.0,True
INV001067,10,41.666666666666664,112.0,True
INV001068,6,99.2,261.0,True
INV001069,11,35.2,98.0,True
INV001070,12,44.09090909090909,304.0,True
INV001074,8,44.714285714285715,119.0,True
INV001075,7,51.0,105.0,True
INV001077,9,46.75,149.0,True
INV001079,11,46.1,144.0,True
INV001080,8,52.142857142857146,126.0,True
INV001081,6,79.0,278.0,True
INV001083,9,43.25,115.0,True
INV001087,7,63.5,175.0,True
INV001088,7,74.33333333333333,229.0,True
INV001091,6,71.8,138.0,True
INV001092,12,42.18181818181818,165.0,True
INV001093,9,57.875,134.0,True
INV001094,7,77.5,145.0,True
INV001096,10,51.888888888888886,189.0,True
INV001099,11,31.9,107.0,True
INV001101,6,85.4,189.0,True
INV001102,10,50.666666666666664,124.0,True
INV001103,8,47.57142857142857,104.0,True
INV001109,6,90.4,203.0,True
INV001111,6,96.6,157.0,True
INV001112,6,40.0,66.0,True
INV001113,7,48.5,151.0,True
INV001115,10,45.77777777777778,230.0,True
INV001116,12,42.27272727272727,194.0,True
INV001117,9,54.0,137.0,True
INV001118,10,49.0,137.0,True
INV001123,9,56.75,116.0,True
INV001124,7,79.66666666666667,138.0,True
INV001128,11,44.2,103.0,True
INV001130,11,46.6,131.0,True
INV001131,10,53.888888888888886,141.0,True
INV001133,6,41.6,78.0,True
INV001137,11,34.3,79.0,True
INV001138,9,50.5,82.0,True
INV001140,8,56.57142857142857,125.0,True
INV001141,8,69.71428571428571,132.0,True
INV001142,9,49.5,106.0,True
INV001144,6,64.4,173.0,True
INV001152,6,46.6,122.0,True
INV001155,8,69.14285714285714,196.0,True
INV001156,10,56.888888888888886,160.0,True
INV001157,12,33.63636363636363,97.0,True
INV001160,9,52.75,99.0,True
INV001161,8,57.57142857142857,133.0,True
INV001163,12,43.54545454545455,146.0,True
INV001165,7,57.5,103.0,True
INV001166,9,54.0,148.0,True
INV001167,6,96.2,207.0,True
INV001168,7,76.16666666666667,161.0,True
INV001170,9,49.125,119.0,True
INV001173,7,55.833333333333336,146.0,True
INV001174,9,58.75,115.0,True
INV001175,7,78.66666666666667,116.0,True
INV001178,12,43.54545454545455,83.0,True
INV001180,8,61.857142857142854,112.0,True
INV001181,9,59.0,118.0,True
INV001182,6,71.0,153.0,True
INV001183,6,55.8,145.0,True
INV001185,9,50.125,101.0,True
INV001186,8,44.57142857142857,118.0,True
INV001189,8,46.57142857142857,71.0,True
INV001190,7,80.83333333333333,198.0,True
INV001192,6,81.4,143.0,True
INV001195,12,34.27272727272727,154.0,True
INV001196,6,92.2,169.0,True
INV001197,9,49.875,140.0,True
INV001198,11,48.4,123.0,True
INV001202,9,50.75,103.0,True
INV001204,7,75.83333333333333,165.0,True
INV001206,12,38.0,116.0,True
INV001207,7,50.833333333333336,166.0,True
INV001208,10,37.333333333333336,94.0,True
